id,catalogNumber,naturemaprSurveyId,naturemaprSpeciesID,naturemaprProjectSpeciesId,naturemaprCategory1Id,naturemaprCategory2Id,naturemaprCategory3Id,naturemaprCategory1Title,naturemaprCategory2Title,naturemaprCategory3Title,scientificName,vernacularName,recordNumber,decimalLatitude,decimalLongitude,verbatimElevation,recordedBy,individualCount,occurrenceRemarks,imageCount,audio1,identifiedID,identifiedBy,dateIdentified,deviceName,deviceSpecification,deviceOperatingSystem,eventDate,eventTime,locality,stateProvince,basisOfRecord,dynamicProperties
0b687970-6b5a-46a9-8206-0cba2d06fa21,4409273,0,https://canberra.naturemapr.org/species/10443,0,431,1,0,Plant,Other Shrub,,Pimelea linifolia,Slender Rice Flower,https://canberra.naturemapr.org/sightings/4409273,-35.271028,149.090272,0.0,MatthewFrawley,1 - 3,,1,,8082,RWPurdie,2021-11-21 21:41:35,NIKON,COOLPIX B700,,2021-11-21,0:33:00,MolongloValley,ACT,Human Observation,"{""catalogNumber"":4409273,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
1eabc90f-db59-47bb-929d-79232dc216e0,4409167,0,https://canberra.naturemapr.org/species/7883,0,431,30,0,Plant,Rush / Sedge / Mat Rush,,Lomandra longifolia,"Spiny-headed Mat-rush, Honey Reed",https://canberra.naturemapr.org/sightings/4409167,-35.271153,149.091161,0.0,MatthewFrawley,101 - 1000,,4,,8083,michaelb,2021-11-21 23:24:45,NIKON,COOLPIX B700,,2021-11-21,0:28:00,MolongloValley,ACT,Human Observation,"{""catalogNumber"":4409167,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
9e222337-6a44-428f-86cd-3882a07bb604,4409165,0,https://canberra.naturemapr.org/species/6001,0,431,50,0,Plant,Other Wildflower or Herb,,Goodenia hederacea subsp. hederacea,"Ivy Goodenia, Forest Goodenia",https://canberra.naturemapr.org/sightings/4409165,-35.273694,149.091087,0.0,MatthewFrawley,16 - 100,,2,,22727,Tapirlord,2021-11-21 09:41:27,NIKON,COOLPIX B700,,2021-11-21,0:17:00,MolongloValley,ACT,Human Observation,"{""catalogNumber"":4409165,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
06b0607c-d174-461b-8b70-64ffbbf0ab99,4409339,0,https://canberra.naturemapr.org/species/3899,0,1544,1545,1546,Other Invertebrate,Mollusc (Mollusca),Snail or Slug (Gastropoda),Cystopelta sp. (genus),Unidentified Cystopelta Slug,https://canberra.naturemapr.org/sightings/4409339,-35.276742,149.107438,628.4,TimL,1,"Thanks to Marcus Leach for the initial sighting of the slug on a tree branch in ANBG's Rainforest Gully, during recent rain. ",5,,23771,Michael123,2021-11-22 03:58:12,Canon,Canon EOS 6D Mark II,,2021-11-21,0:15:00,Acton,ACT,Human Observation,"{""catalogNumber"":4409339,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
bb67a4f0-8be5-491e-ae25-2d0d6c2f0c19,4409164,0,https://canberra.naturemapr.org/species/11666,0,431,1,0,Plant,Other Shrub,,Rhytidosporum procumbens,White Marianth,https://canberra.naturemapr.org/sightings/4409164,-35.274477,149.090823,0.0,MatthewFrawley,4 - 15,,1,,22727,Tapirlord,2021-11-21 09:41:05,NIKON,COOLPIX B700,,2021-11-21,0:07:00,MolongloValley,ACT,Human Observation,"{""catalogNumber"":4409164,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
90084451-9d0a-4575-95bd-b71e39385605,4409272,0,https://canberra.naturemapr.org/species/786,0,1544,1553,0,Other Invertebrate,Flatworm (Platyhelminthes),,Anisorhynchodemus guttatus,Speckled flatworm,https://canberra.naturemapr.org/sightings/4409272,-35.277522,149.108932,602.6,TimL,1,The sequence of images shows a Flatworm having engulfed a Golden Semi-slug and gradually working its way onto a dead worm. Thanks to Marcus Leach for the initial sighting in ANBG's Rainforest Gully. ,5,,23645,turb,2021-11-21 23:08:40,Canon,Canon EOS 6D Mark II,,2021-11-21,0:02:00,Acton,ACT,Human Observation,"{""catalogNumber"":4409272,""conservationLevelId"":8,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Rare or uncommon Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
1fc9edf3-5790-468c-a81e-31d700a7fee0,4409163,0,https://canberra.naturemapr.org/species/12723,0,431,50,0,Plant,Other Wildflower or Herb,,Stylidium graminifolium,Grass Triggerplant,https://canberra.naturemapr.org/sightings/4409163,-35.275344,149.089459,0.0,MatthewFrawley,16 - 100,,2,,22727,Tapirlord,2021-11-21 09:40:28,NIKON,COOLPIX B700,,2021-11-21,0:00:00,MolongloValley,ACT,Human Observation,"{""catalogNumber"":4409163,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
8415d9a7-7279-4f51-9b79-aba9966364d7,4409170,0,https://canberra.naturemapr.org/species/2033,0,434,399,0,Bird,Cuckoo,,Cacomantis variolosus,Brush Cuckoo,https://canberra.naturemapr.org/sightings/4409170,-35.268373,148.900682,0.0,trevsci,1,,3,,18546,Liam.m,2021-11-21 06:46:50,SONY,ILCE-7RM3,,2021-11-20,23:27:00,Coree,ACT,Human Observation,"{""catalogNumber"":4409170,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
2cd76cf1-fa29-4bea-b446-7707d3bbd26a,4409393,0,https://canberra.naturemapr.org/species/13330,0,433,249,349,Insect,Moth (Lepidoptera),Concealer moth (Oecophoridae),Tortricopsis uncinella,A concealer moth,https://canberra.naturemapr.org/sightings/4409393,-35.272763,149.080332,572.6,CathB,1 - 3,,3,,7041,ibaird,2021-11-22 03:31:28,OLYMPUS CORPORATION    ,TG-5            ,,2021-11-20,23:17:00,MolongloValley,ACT,Human Observation,"{""catalogNumber"":4409393,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
f4527baf-790c-447d-ac5b-43db1b3398fb,4409158,0,https://canberra.naturemapr.org/species/9580,0,434,65,401,Bird,Other Birds,Intermediate size,Pachycephala rufiventris,Rufous Whistler,https://canberra.naturemapr.org/sightings/4409158,-35.268097,148.910794,0.0,trevsci,2,,3,,18546,Liam.m,2021-11-21 06:28:54,SONY,ILCE-7RM3,,2021-11-20,22:47:00,Coree,ACT,Human Observation,"{""catalogNumber"":4409158,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
b1b64099-f450-4a74-9fe6-3dc733ad6f89,4409145,0,https://canberra.naturemapr.org/species/9467,0,433,372,244,Insect,Dragonfly & Damselfly (Odonata),Dragonfly (Anisoptera),Orthetrum caledonicum,Blue Skimmer,https://canberra.naturemapr.org/sightings/4409145,-36.139783,146.85426,0.0,KylieWaldon,3,All the blue ones were going along the edge of the dam. Which has a foot deep banks in places making it difficult to get a photo.,1,,18412,HarveyPerkins,2021-11-21 02:44:57,Canon,Canon EOS 70D,,2021-11-20,21:11:00,WestWodonga,VIC,Human Observation,"{""catalogNumber"":4409145,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
f68fedbb-4656-4fe3-bb1e-7b19f3f870ed,4409143,0,https://canberra.naturemapr.org/species/35,0,431,73,0,Plant,Wattle,,Acacia baileyana,"Cootamundra Wattle, Golden Mimosa",https://canberra.naturemapr.org/sightings/4409143,-36.13837,146.849083,0.0,KylieWaldon,2,"One was about 2 metres tall on one side of the track and in seed, the other was less than 1 metre tall on the other side of the track about 50 m away.",2,,23830,Darcy,2021-11-21 23:45:49,Canon,Canon EOS 70D,,2021-11-20,20:57:00,WestWodonga,VIC,Human Observation,"{""catalogNumber"":4409143,""conservationLevelId"":2,""invasivenessLevelId"":3,""sensitivityLevelId"":1,""conservationLevel"":""Non-local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Noxious or High Risk Weed or Pest""}"
d23eab2d-f017-4db0-82a5-abf99c9fd2ca,4409140,0,https://canberra.naturemapr.org/species/9580,0,434,65,401,Bird,Other Birds,Intermediate size,Pachycephala rufiventris,Rufous Whistler,https://canberra.naturemapr.org/sightings/4409140,-36.138791,146.850138,0.0,KylieWaldon,6,Three pairs in roughly the same area.,1,,22513,ChrisAllen,2021-11-21 02:13:20,Canon,Canon EOS 70D,,2021-11-20,20:56:00,WestWodonga,VIC,Human Observation,"{""catalogNumber"":4409140,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
ba90fec1-8011-4f8a-9f00-b037deb8c4ea,4409144,0,https://canberra.naturemapr.org/species/9467,0,433,372,244,Insect,Dragonfly & Damselfly (Odonata),Dragonfly (Anisoptera),Orthetrum caledonicum,Blue Skimmer,https://canberra.naturemapr.org/sightings/4409144,-36.138226,146.848246,0.0,KylieWaldon,1,I'm not sure which species this is. I went to move to get the sun behind me but it flocked off!,1,,18412,HarveyPerkins,2021-11-21 02:46:13,Canon,Canon EOS 70D,,2021-11-20,20:54:00,WestWodonga,VIC,Human Observation,"{""catalogNumber"":4409144,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
291c7fc7-4ca3-4b63-905f-fecaf1bdca02,4409136,0,https://canberra.naturemapr.org/species/6364,0,433,372,244,Insect,Dragonfly & Damselfly (Odonata),Dragonfly (Anisoptera),Hemicordulia tau,Tau Emerald,https://canberra.naturemapr.org/sightings/4409136,-36.138391,146.84905,0.0,KylieWaldon,4,I think these dragonflies in the grass/on the track and hovering in the air were Blue Skimmers? ,2,,18412,HarveyPerkins,2021-11-21 02:43:49,Canon,Canon EOS 70D,,2021-11-20,20:48:00,WestWodonga,VIC,Human Observation,"{""catalogNumber"":4409136,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
766fb402-1b8f-4b34-8c71-e606f322cc94,4409109,0,https://canberra.naturemapr.org/species/3393,0,434,65,67,Bird,Other Birds,Magpie or larger,Corcorax melanorhamphos,White-winged Chough,https://canberra.naturemapr.org/sightings/4409109,-36.138698,146.849877,0.0,KylieWaldon,4,Very quiet pack of birds.,2,,22513,ChrisAllen,2021-11-21 00:13:11,Canon,Canon EOS 70D,,2021-11-20,20:28:00,WestWodonga,VIC,Human Observation,"{""catalogNumber"":4409109,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
ab4db184-db0f-4823-a246-217cab99a7e9,4409131,0,https://canberra.naturemapr.org/species/10195,0,434,65,402,Bird,Other Birds,Honeyeater,Philemon corniculatus,Noisy Friarbird,https://canberra.naturemapr.org/sightings/4409131,-36.1388,146.850052,0.0,KylieWaldon,4,One small group amoungst all the Noisy Friarbirds.,1,,18546,Liam.m,2021-11-21 06:54:16,Canon,Canon EOS 70D,,2021-11-20,20:17:00,WestWodonga,VIC,Human Observation,"{""catalogNumber"":4409131,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
aa3272f1-7f3c-41c5-904c-83c7c9a1bbfa,4409133,0,https://canberra.naturemapr.org/species/10195,0,434,65,402,Bird,Other Birds,Honeyeater,Philemon corniculatus,Noisy Friarbird,https://canberra.naturemapr.org/sightings/4409133,-36.138475,146.850847,0.0,KylieWaldon,15,Calls all through the trees continuously were this species!,2,,23830,Darcy,2021-11-21 01:16:12,Canon,Canon EOS 70D,,2021-11-20,20:16:00,WestWodonga,VIC,Human Observation,"{""catalogNumber"":4409133,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
ea5d03a0-5921-4a3e-ad4c-59f9ebd05a72,4409134,0,https://canberra.naturemapr.org/species/10336,0,434,65,402,Bird,Other Birds,Honeyeater,Phylidonyris novaehollandiae,New Holland Honeyeater,https://canberra.naturemapr.org/sightings/4409134,-36.13999,146.855647,0.0,KylieWaldon,2,A pair flew over my head and landed then quickly flocked off.,1,,23830,Darcy,2021-11-21 01:16:48,Canon,Canon EOS 70D,,2021-11-20,20:01:00,WestWodonga,VIC,Human Observation,"{""catalogNumber"":4409134,""conservationLevelId"":8,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Rare or uncommon Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
00eff9a1-3501-412c-b3a9-d746580097b0,4409028,0,https://canberra.naturemapr.org/species/11719,0,431,47,0,Plant,Pea,,Robinia pseudoacacia,Black Locust,https://canberra.naturemapr.org/sightings/4409028,-35.345509569829304,149.11295648414168,644.7505699805828,Mike,1,,2,,22727,Tapirlord,2021-11-20 07:06:03,samsung,SM-N980F,11,2021-11-20,5:47:19,Garran,ACT,Human Observation,"{""catalogNumber"":4409028,""conservationLevelId"":3,""invasivenessLevelId"":3,""sensitivityLevelId"":1,""conservationLevel"":""Exotic"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Noxious or High Risk Weed or Pest""}"
c6fd1018-81c4-4a0d-a148-35923026c786,4409026,0,https://canberra.naturemapr.org/species/10430,0,431,1,0,Plant,Other Shrub,,Pimelea curviflora,Curved Rice-flower,https://canberra.naturemapr.org/sightings/4409026,-35.383275,149.02961111111114,626.9000244140625,HelenCross,4 - 15,,3,,22727,Tapirlord,2021-11-20 07:07:22,Google,Pixel 4a (5G),12,2021-11-20,5:06:23,Stromlo,ACT,Human Observation,"{""catalogNumber"":4409026,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
c51b1366-3be7-4898-a311-9b229b753061,4409184,0,https://canberra.naturemapr.org/species/11770,0,431,31,0,Plant,Climber / Mistletoe,,Rubus parvifolius,Native Raspberry,https://canberra.naturemapr.org/sightings/4409184,-35.357897,149.112336,693.598,JaneR,1 - 3,,3,,22727,Tapirlord,2021-11-21 09:48:56,Apple,iPhone 12 mini,,2021-11-20,4:51:00,Isaacs,ACT,Human Observation,"{""catalogNumber"":4409184,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
6adef64c-b0fd-4a15-a615-6e1781621f23,4409178,0,https://canberra.naturemapr.org/species/9460,0,431,50,0,Plant,Other Wildflower or Herb,,Orobanche minor,Broomrape,https://canberra.naturemapr.org/sightings/4409178,-35.359419,149.112489,694.563,JaneR,4 - 15,,1,,22727,Tapirlord,2021-11-21 09:46:39,Apple,iPhone 12 mini,,2021-11-20,4:44:00,Isaacs,ACT,Human Observation,"{""catalogNumber"":4409178,""conservationLevelId"":3,""invasivenessLevelId"":1,""sensitivityLevelId"":1,""conservationLevel"":""Exotic"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Minor Weed or Pest""}"
97f2d7ba-ec2e-481e-9ee3-0395b5912018,4409181,0,https://canberra.naturemapr.org/species/11432,0,431,1,0,Plant,Other Shrub,,Pyracantha sp.,Firethorn,https://canberra.naturemapr.org/sightings/4409181,-35.355847,149.119706,686.022,JaneR,1 - 3,,2,,22727,Tapirlord,2021-11-21 09:48:02,Apple,iPhone 12 mini,,2021-11-20,4:08:00,O'Malley,ACT,Human Observation,"{""catalogNumber"":4409181,""conservationLevelId"":3,""invasivenessLevelId"":3,""sensitivityLevelId"":1,""conservationLevel"":""Exotic"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Noxious or High Risk Weed or Pest""}"
b0b8c60c-12c3-4369-a777-a49c805cff50,4409176,0,https://canberra.naturemapr.org/species/11742,0,431,1,0,Plant,Other Shrub,,Rosa rubiginosa,"Sweet Briar, Eglantine",https://canberra.naturemapr.org/sightings/4409176,-35.356631,149.112853,698.671,JaneR,16 - 100,,4,,22727,Tapirlord,2021-11-21 09:46:16,Apple,iPhone 12 mini,,2021-11-20,3:48:00,Isaacs,ACT,Human Observation,"{""catalogNumber"":4409176,""conservationLevelId"":3,""invasivenessLevelId"":3,""sensitivityLevelId"":1,""conservationLevel"":""Exotic"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Noxious or High Risk Weed or Pest""}"
f10f3aef-57d1-43c9-abb1-8dc588163c12,4409019,0,https://canberra.naturemapr.org/species/9049,0,433,249,254,Insect,Moth (Lepidoptera),Noctuoid moths (except Arctiinae),Nola pleurosema,Nola pleurosema,https://canberra.naturemapr.org/sightings/4409019,-35.40649444444444,149.06671111111112,570.5050048828125,Steve_Bok,1,Approx 12mm long,5,,7041,ibaird,2021-11-21 02:31:48,Apple,"iPhone12,1",14.8.1,2021-11-20,3:45:49,Greenway,ACT,Human Observation,"{""catalogNumber"":4409019,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
74bd5f31-99df-40f6-b553-3bd28c03cf81,4409020,0,https://canberra.naturemapr.org/species/13654,0,433,249,252,Insect,Moth (Lepidoptera),Geometer moth (Geometridae),Unplaced externaria,Unplaced externaria,https://canberra.naturemapr.org/sightings/4409020,-35.406527777777775,149.06668055555556,570.5728759765625,Steve_Bok,1,Approx 30mm wing span,3,,19008,donhe,2021-11-20 16:29:56,Apple,"iPhone12,1",14.8.1,2021-11-20,3:35:51,Greenway,ACT,Human Observation,"{""catalogNumber"":4409020,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
c64d0055-2148-454a-8875-d034dee065b0,4409021,0,https://canberra.naturemapr.org/species/9804,0,433,228,234,Insect,Beetle (Coleoptera),Leaf beetle (Chrysomelidae),Paropsisterna beata,Eucalyptus leaf beetle,https://canberra.naturemapr.org/sightings/4409021,-35.40577777777778,149.06773333333334,570.6918334960938,Steve_Bok,1,,5,,9100,RogerF,2021-11-20 05:10:59,Apple,"iPhone12,1",14.8.1,2021-11-20,3:32:10,Greenway,ACT,Human Observation,"{""catalogNumber"":4409021,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
affa3819-7b23-41ed-856e-16157426b919,4409022,0,https://canberra.naturemapr.org/species/2764,0,433,228,231,Insect,Beetle (Coleoptera),Darkling beetle (Tenebrionidae),Chalcopteroides columbinus,Rainbow darkling beetle,https://canberra.naturemapr.org/sightings/4409022,-35.40634166666666,149.06637500000002,572.7460327148438,Steve_Bok,1,,3,,9100,RogerF,2021-11-20 05:11:25,Apple,"iPhone12,1",14.8.1,2021-11-20,3:27:44,Greenway,ACT,Human Observation,"{""catalogNumber"":4409022,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
e32a4cca-7efe-4d27-80e9-80094e8b8fc4,4409146,0,https://canberra.naturemapr.org/species/13262,0,431,49,0,Plant,Lily & Iris,,Thysanotus tuberosus,Common Fringe-lily,https://canberra.naturemapr.org/sightings/4409146,-35.256404,149.033965,672.0,sangio7,4 - 15,,3,,8083,michaelb,2021-11-21 02:08:52,LG Electronics,LG-H850,,2021-11-20,3:08:00,Hawker,ACT,Human Observation,"{""catalogNumber"":4409146,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
e1f9c2b3-176b-4522-9739-ebf9e105223c,4409149,0,https://canberra.naturemapr.org/species/6751,0,431,50,0,Plant,Other Wildflower or Herb,,Hypericum gramineum,Small St Johns Wort,https://canberra.naturemapr.org/sightings/4409149,-35.25621,149.033958,668.0,sangio7,1 - 3,,1,,22727,Tapirlord,2021-11-21 01:58:09,LG Electronics,LG-H850,,2021-11-20,3:06:00,Hawker,ACT,Human Observation,"{""catalogNumber"":4409149,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
27d8007f-3941-4a4f-bd5c-482b75e60019,4409027,0,https://canberra.naturemapr.org/species/5954,0,431,47,0,Plant,Pea,,Gompholobium huegelii,Pale Wedge Pea,https://canberra.naturemapr.org/sightings/4409027,-35.425092,149.145941,0.0,jamesjonklaas,4 - 15,,2,,22727,Tapirlord,2021-11-20 07:05:43,Canon,Canon EOS 7D Mark II,,2021-11-20,2:51:00,Tralee,NSW,Human Observation,"{""catalogNumber"":4409027,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
181d5422-8787-46b5-8abe-e9154130b906,4409015,0,https://canberra.naturemapr.org/species/7925,0,431,47,0,Plant,Pea,,Lotus australis,Austral trefoil,https://canberra.naturemapr.org/sightings/4409015,-35.300832091531426,149.11146969807933,585.2009501157414,MMV,16 - 100,"Compound leaf with five leaflets, flowers vary pink to almost white, clumps to 30cm high",2,,22727,Tapirlord,2021-11-20 03:28:52,Apple,"iPhone9,3",14.7.1,2021-11-20,2:41:32,Yarralumla,ACT,Human Observation,"{""catalogNumber"":4409015,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
67f38ccf-d742-4085-b1da-a1fd56c7774a,4409023,0,https://canberra.naturemapr.org/species/13262,0,431,49,0,Plant,Lily & Iris,,Thysanotus tuberosus,Common Fringe-lily,https://canberra.naturemapr.org/sightings/4409023,-35.193608,149.051497,659.3,Rosie,4,In a Grassy woodland area where there are many Indigofera adesmiifolia.  The lilies were not noted there until the area had a cool burn in 2018 or 2019.,1,,8082,RWPurdie,2021-11-20 05:01:34,Apple,iPhone SE (2nd generation),,2021-11-20,0:41:00,Fraser,ACT,Human Observation,"{""catalogNumber"":4409023,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
c83a137e-5128-4570-8fcb-2d8293b17a28,4409013,0,https://canberra.naturemapr.org/species/1509,0,431,8,0,Plant,Grass,,Austrostipa densiflora,Foxtail Speargrass,https://canberra.naturemapr.org/sightings/4409013,-35.318286,149.006317,717.107,AJB,4 - 15,,3,,8083,michaelb,2021-11-20 23:17:57,Apple,iPhone 11,,2021-11-20,0:08:00,Stromlo,ACT,Human Observation,"{""catalogNumber"":4409013,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
dfba00f7-0285-4b43-9039-6c0ea2950a88,4409031,0,https://canberra.naturemapr.org/species/13262,0,431,49,0,Plant,Lily & Iris,,Thysanotus tuberosus,Common Fringe-lily,https://canberra.naturemapr.org/sightings/4409031,-35.248975,149.07972777777778,644.0060424804688,goyenjudy,6,,5,,8083,michaelb,2021-11-21 00:17:44,Apple,"iPad8,10",15.1,2021-11-20,0:02:26,Bruce,ACT,Human Observation,"{""catalogNumber"":4409031,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
336d30e8-2e55-4f28-bc52-5b1634540a2b,4409032,0,https://canberra.naturemapr.org/species/6754,0,431,50,0,Plant,Other Wildflower or Herb,,Hypericum perforatum,St John's Wort,https://canberra.naturemapr.org/sightings/4409032,-35.247658333333334,149.08044444444445,639.9435424804688,goyenjudy,2,,3,,22727,Tapirlord,2021-11-20 22:45:42,Apple,"iPad8,10",15.1,2021-11-19,23:57:32,Bruce,ACT,Human Observation,"{""catalogNumber"":4409032,""conservationLevelId"":3,""invasivenessLevelId"":3,""sensitivityLevelId"":1,""conservationLevel"":""Exotic"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Noxious or High Risk Weed or Pest""}"
674d957e-864e-4a89-9ff5-27f213b025c7,4409115,0,https://canberra.naturemapr.org/species/5995,0,431,50,0,Plant,Other Wildflower or Herb,,Goodenia bellidifolia subsp. bellidifolia,Daisy Goodenia,https://canberra.naturemapr.org/sightings/4409115,-34.827828,149.054947,682.269,Ned_Johnston,4,,5,,22727,Tapirlord,2021-11-21 01:56:56,Apple,iPhone SE (1st generation),,2021-11-19,23:48:00,LadeVale,NSW,Human Observation,"{""catalogNumber"":4409115,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
8bc0e941-bbfc-49b4-861f-fe85db3e1751,4409114,0,https://canberra.naturemapr.org/species/1304,0,431,1,0,Plant,Other Shrub,,Astrotricha ledifolia,Common Star-hair,https://canberra.naturemapr.org/sightings/4409114,-34.827806,149.054992,671.011,Ned_Johnston,2,,5,,22727,Tapirlord,2021-11-21 01:56:28,Apple,iPhone SE (1st generation),,2021-11-19,23:34:00,LadeVale,NSW,Human Observation,"{""catalogNumber"":4409114,""conservationLevelId"":1,""invasivenessLevelId"":4,""sensitivityLevelId"":1,""conservationLevel"":""Local Native"",""sensitivityLevel"":""Not Sensitive"",""invasivenessLevel"":""Non-Invasive""}"
